Version:1.0.1,,,,,,,,,,,,,,,,,,
ID_VALUE,ID_NAME,TYPE,Parameters Number,Original Format,,,,,,,,,,,,,
1385,,BYTES,1,"""VC vehicle control  alarm query""",,,,,,,,,,,,
1386,,INT32,9,"""VC mcu power up vect_offset: 0x%02x power_flag: %d; RstSourceRegister: %08x; wkup pin %x; ce_evt: 0x%02x; chipcode 0x%04x version %d.%d.%d.%d.%d""",,,,,,,,,,,,
1387,,INT32,4,"""VC vcbox chipcode %04x version %d.%d.%d""",,,,,,,,,,,,
1388,,BYTES,4,"""VC vehicle setting report: """,,,,,,,,,,,,
1389,,NONE,0,"""VC vcbox key power off timer callback""",,,,,,,,,,,,
1390,,NONE,0,"""VC vcbox key power off timer start""",,,,,,,,,,,,
1391,,NONE,0,"""VC vcbox key power off timer stop""",,,,,,,,,,,,
1392,,INT32,2,"""VC vcbox receive ctl_en changed unlock zone %d, startup zone %d""",,,,,,,,,,,,
1393,,BYTES,23,"""VC vcbox setting restore default :""",,,,,,,,,,,,
1394,,STRING,1,"""VC vehicle VIN set %s""",,,,,,,,,,,,
1395,,BYTES,3,"""VC vehicle setting query: """,,,,,,,,,,,,
1396,,STRING,1,"""VC vehicle VIN report %s to ble""",,,,,,,,,,,,
1397,,STRING,1,"""VC vehicle VIN report %s""",,,,,,,,,,,,
1398,,NONE,0,"""VC vehicle status query: """,,,,,,,,,,,,
1399,,BYTES,55,"""VC vehicle status report: """,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1400,,INT32,4,"""VC vehicle recv central control lock/unlock id: 0x%02x; control: 0x%02x; result: 0x%02x reason 0x%02x""",,,,,,,,,,,,
1401,,INT32,6,"""VC vehicle recv car window cmd id: 0x%02x; mode(0:up; 1:down; 2:vent; 3:half; 4:single): 0x%02x; pos(1:lf; 2:rf; 3:lr; 4:rr):%d; opening: %d; result: 0x%02x reason 0x%02x""",,,,,,,,,,,,
1402,,INT32,4,"""VC vehicle recv sky window cmd id: 0x%02x; opening: %d; result: 0x%02x  reason 0x%02x""",,,,,,,,,,,,
1403,,INT32,4,"""VC vehicle recv rear hatch cover cmd id: 0x%02x; control: 0x%02x; result: 0x%02x  reason 0x%02x""",,,,,,,,,,,,
1404,,INT32,4,"""VC vehicle recv low beam cmd id: 0x%02x; control: 0x%02x; result: 0x%02x  reason 0x%02x""",,,,,,,,,,,,
1405,,INT32,4,"""VC vehicle recv whistle cmd id: 0x%02x; control: 0x%02x; result: 0x%02x  reason 0x%02x""",,,,,,,,,,,,
1406,,INT32,4,"""VC vehicle recv ess cmd id: 0x%02x; control: 0x%02x; result: 0x%02x  reason 0x%02x",,,,,,,,,,,,
